pessoa_id;telefone_principal;telefone_secundario
4262;(11) 4247-9222;(34) 6992-5212
4263;(34) 2333-9931;(24) 7091-8478
4264;(54) 7335-3376;(79) 5832-6305
4265;(85) 6264-8813;(51) 6193-5675
4266;(62) 4958-5963;(65) 8335-2679
4267;(12) 4540-5457;(85) 6716-7926
4268;(16) 2385-8867;(16) 4444-3289
4269;(62) 7264-3100;(11) 2306-5804
4270;(21) 4519-3864;(21) 2761-3664
4271;(51) 8629-2597;(61) 4116-2433
4272;(61) 5244-6310;(62) 3344-7630
4273;(85) 4579-7585;(47) 3003-7453
4274;(61) 3321-2179;(16) 4371-9714
4275;(51) 5387-3272;(34) 6958-3172
4276;(91) 9706-7805;(41) 7285-9581
4277;(11) 7052-5392;(21) 9422-2908
4278;(84) 3411-4055;(21) 8655-2061
4279;(55) 6590-8063;(82) 7655-6796
4280;(11) 7233-5585;(91) 9473-4047
4281;(48) 6205-5188;(19) 7481-2643
4282;(63) 9499-2596;(16) 9483-2473
4283;(65) 5972-6394;(94) 9178-3347
4284;(11) 9615-6517;(53) 7048-4155
4285;(18) 6227-7240;(62) 4613-7592
4286;(31) 7668-9756;(21) 9887-7754
4287;(81) 3181-9436;(83) 3634-8889
4288;(11) 4311-6924;(44) 8341-5148
4289;(62) 5512-8844;(61) 2679-7342
4290;(62) 6833-4493;(21) 8122-5710
4291;(61) 6495-8766;(71) 5583-5150
4292;(81) 6984-2772;(19) 4003-6844
4293;(86) 3297-9152;(79) 7955-6568
4294;(16) 7819-8471;(27) 4438-7363
4295;(22) 6949-2584;(51) 3041-4572
4296;(11) 4049-7046;(31) 4452-4168
4297;(85) 5644-9670;(11) 8413-2811
4298;(91) 9567-4071;(61) 8163-8397
4299;(81) 7738-3274;(11) 6954-7459
4300;(91) 7344-8855;(53) 6455-6370
4301;(15) 5756-9588;(84) 9292-5820
4302;(19) 2552-8939;(18) 9393-5398
4303;(37) 4791-4301;(24) 7738-6216
4304;(47) 2518-9854;(11) 7523-7014
4305;(16) 8323-6766;(11) 2118-2845
4306;(94) 8462-7058;(18) 6936-8650
4307;(47) 6348-5563;(27) 5581-3716
4308;(27) 8724-5663;(51) 5674-6221
4309;(19) 7580-2220;(41) 8724-6172
4310;(61) 7483-8054;(62) 5207-9281
4311;(11) 5589-2855;(21) 2642-7190
4312;(21) 2158-7378;(34) 9727-5309
4313;(61) 8067-9702;(21) 5481-4251
4314;(11) 7979-4356;(62) 2749-7099
4315;(62) 8417-6748;(31) 3834-6748
4316;(21) 4270-6614;(73) 2129-4860
4317;(62) 6281-6736;(61) 5219-8293
4318;(31) 9373-9210;(11) 6890-2205
4319;(11) 2715-5045;(48) 6340-2316
4320;(71) 8225-5505;(32) 6273-3377
4321;(61) 3533-8909;(24) 2439-4221
4322;(11) 9726-2060;(11) 7652-2327
4323;(14) 8406-9383;(99) 7651-5761
4324;(12) 2236-6752;(51) 4138-8048
4325;(81) 2236-9741;(91) 4387-4064
4326;(51) 5446-4204;(15) 8967-8763
4327;(81) 9450-9533;(85) 5201-4408
4328;(81) 9477-7468;(42) 9797-8722
4329;(16) 3713-2018;(61) 8312-5391
4330;(92) 9402-7007;(85) 4815-5342
4331;(54) 7431-7967;(62) 8807-5376
4332;(31) 2247-3478;(31) 6388-3301
4333;(22) 2700-8174;(67) 6184-5450
4334;(11) 5916-2729;(47) 9065-6925
4335;(63) 8753-5306;(41) 5178-9407
4336;(11) 6765-7085;(27) 6082-2235
4337;(62) 2013-2705;(11) 2559-4099
4338;(15) 4801-4200;(35) 9341-8248
4339;(11) 7594-8149;(16) 6650-3008
4340;(18) 4950-7669;(21) 4239-7711
4341;(51) 6682-7964;(47) 5691-9972
4342;(19) 8995-9915;(51) 6873-4522
4343;(19) 5093-5521;(21) 4657-3126
4344;(61) 9489-4404;(31) 8283-2341
4345;(47) 4008-5130;(61) 6174-5920
4346;(21) 9449-2041;(42) 6745-8108
4347;(62) 6103-5229;(31) 8461-5825
4348;(16) 6427-4090;(14) 2475-5269
4349;(11) 8362-9044;(71) 2042-2029
4350;(31) 8078-8230;(16) 6432-5329
4351;(85) 3168-6817;(91) 6855-3893
4352;(81) 3750-5290;(85) 4468-2105
4353;(81) 2839-5200;(53) 6249-2471
4354;(11) 2141-5182;(12) 7582-6073
4355;(85) 2714-3488;(85) 6784-9543
4356;(21) 3034-2089;(21) 6056-5578
4357;(11) 2676-6543;(27) 9007-8097
4358;(31) 2489-9004;(67) 2452-9489
4359;(11) 7826-3425;(91) 9280-6692
4360;(11) 6377-2951;(21) 6302-3317
4361;(43) 9967-7280;(62) 4391-7189
4362;(11) 6510-2801;(84) 2097-2724
4363;(17) 6550-2098;(31) 3869-2311
4364;(67) 9433-6655;(47) 5745-2524
4365;(63) 4085-2598;(11) 4182-4278
4366;(21) 3402-3974;(11) 2483-4996
4367;(17) 3133-8456;(85) 3520-2512
4368;(24) 2798-3687;(54) 6915-3249
4369;(55) 9152-8131;(11) 4357-2580
4370;(65) 2993-5702;(21) 3312-5221
4371;(19) 9403-3985;(83) 7173-8968
4372;(73) 8088-6513;(43) 7053-8989
4373;(61) 6018-6311;(83) 2088-3208
4374;(93) 4055-9029;(11) 7479-9188
4375;(31) 3276-9830;(11) 3880-5569
4376;(28) 9041-7266;(11) 7031-8622
4377;(21) 7992-4689;(41) 7339-5990
4378;(11) 4955-5647;(47) 2127-8430
4379;(51) 4187-7106;(84) 6935-7398
4380;(22) 3365-7062;(51) 7008-5589
4381;(21) 9181-2565;(41) 3119-4946
4382;(11) 9721-5264;(71) 2822-3475
4383;(14) 9770-8738;(11) 7130-6949
4384;(31) 3366-3428;(21) 6834-9666
4385;(21) 6082-4936;(85) 2561-9363
4386;(21) 8301-7252;(11) 3682-9245
4387;(31) 3985-8283;(21) 2901-8502
4388;(41) 6427-2403;(13) 2875-5561
4389;(62) 5604-9662;(55) 3812-6587
4390;(21) 6460-4179;(21) 8081-5278
4391;(16) 6856-4643;(16) 7947-6860
4392;(27) 7211-9126;(21) 6074-6709
4393;(48) 9554-6684;(91) 9963-9434
4394;(31) 7876-2628;(16) 5296-6572
4395;(15) 8906-6015;(47) 8803-9141
4396;(11) 6546-9773;(11) 7825-3795
4397;(21) 9562-3740;(21) 7205-4168
4398;(11) 9268-3711;(41) 8196-8163
4399;(71) 4535-2979;(98) 9429-8844
4400;(19) 9861-7608;(81) 4179-5612
4401;(73) 2864-5972;(21) 8611-9355
4402;(67) 2791-7119;(31) 2259-2898
4403;(21) 7729-9054;(47) 4058-4664
4404;(51) 5868-2472;(85) 3534-3363
4405;(35) 2046-9017;(83) 4248-5939
4406;(27) 6295-8531;(31) 8312-4231
4407;(17) 8633-7180;(47) 6809-7906
4408;(87) 4045-2798;(84) 4242-5688
4409;(67) 6377-4852;(11) 8393-9793
4410;(21) 8780-5787;(87) 2563-6702
4411;(86) 3498-6195;(62) 9614-6599
4412;(61) 4170-7718;(22) 8502-4728
4413;(98) 2791-3790;(15) 9807-2820
4414;(61) 7618-9756;(81) 2403-3755
4415;(34) 6409-8978;(61) 4169-8149
4416;(31) 9019-4504;(11) 5927-2445
4417;(11) 9475-8841;(81) 3474-5874
4418;(31) 4521-7150;(11) 4127-7057
4419;(27) 7019-7633;(42) 9965-6512
4420;(53) 9095-6673;(12) 7657-8266
4421;(44) 5044-2406;(11) 4287-6450
4422;(21) 6631-4439;(92) 5583-7355
4423;(67) 9095-3129;(62) 3031-2253
4424;(11) 5370-3838;(67) 3534-7594
4425;(51) 4547-6622;(11) 4495-7560
4426;(16) 5415-2854;(91) 4732-6187
4427;(67) 2339-5220;(81) 4285-8746
4428;(11) 2515-9452;(15) 2997-6286
4429;(61) 4952-6392;(21) 4693-3103
4430;(14) 9502-7617;(28) 3165-3642
4431;(51) 3148-3611;(61) 3990-3521
4432;(27) 2478-5625;(21) 9194-2943
4433;(21) 6476-2529;(14) 9504-7989
4434;(42) 3213-7518;(44) 7391-9872
4435;(55) 8540-7242;(11) 5222-9738
4436;(24) 2724-6377;(18) 9298-5962
4437;(12) 2954-9639;(11) 2757-4840
4438;(98) 3059-7821;(62) 7088-2933
4439;(14) 4023-3528;(51) 6144-6341
4440;(43) 2312-9455;(35) 2911-3228
4441;(64) 4178-6764;(14) 4620-5732
4442;(21) 7255-7978;(11) 9500-2084
4443;(15) 6196-3538;(31) 3506-7840
4444;(86) 8830-3247;(47) 2083-7584
4445;(81) 7152-8783;(81) 4089-2002
4446;(11) 4315-8047;(91) 5068-4889
4447;(11) 8877-3116;(61) 7622-7146
4448;(62) 3414-8310;(13) 4209-6606
4449;(31) 4160-3258;(12) 3914-9085
4450;(77) 8482-2970;(31) 5851-2975
4451;(14) 4269-2776;(65) 4123-7387
4452;(79) 4716-2986;(19) 7543-3726
4453;(16) 4044-9900;(53) 4016-8779
4454;(11) 4883-7373;(27) 2698-7295
4455;(11) 2630-8043;(19) 7508-4939
4456;(61) 9342-7947;(15) 2130-6003
4457;(37) 3078-4862;(11) 9278-6878
4458;(17) 3093-8997;(18) 6287-7102
4459;(11) 7844-4325;(21) 7538-8478
4460;(81) 3344-5460;(11) 4922-7553
4461;(85) 5263-9480;(42) 4794-7446
4462;(11) 6727-9234;(87) 6536-5376
4463;(41) 2514-2165;(84) 2230-3790
4464;(11) 8360-7241;(32) 8625-2523
4465;(61) 5924-9318;(38) 9609-5194
4466;(81) 9688-4285;(19) 7306-6002
4467;(61) 5605-8848;(71) 7762-9683
4468;(24) 9016-3849;(14) 5544-5755
4469;(62) 5561-6058;(51) 9855-7612
4470;(61) 8146-4592;(75) 3540-3646
4471;(21) 3323-6152;(44) 4266-9470
4472;(48) 9753-4561;(11) 5245-4374
4473;(19) 9206-6017;(31) 3890-3257
4474;(11) 6283-4482;(43) 4102-8670
4475;(19) 3342-6982;(11) 9681-9899
4476;(11) 4020-4929;(11) 8354-3427
4477;(34) 6240-4978;(62) 9392-4416
4478;(21) 5114-9502;(51) 9539-6485
4479;(95) 7506-5697;(93) 2170-6251
4480;(44) 8107-9555;(41) 3677-2253
4481;(61) 7751-3121;(11) 4069-6183
4482;(83) 5795-4888;(17) 2070-4451
4483;(61) 2188-5056;(11) 3027-9669
4484;(31) 7555-7375;(61) 9953-3273
4485;(35) 5760-5580;(27) 7102-5977
4486;(47) 3422-7435;(61) 7879-8886
4487;(31) 9580-4114;(19) 9234-9571
4488;(75) 9225-5892;(11) 9300-7069
4489;(62) 7576-6096;(19) 5551-6248
4490;(61) 4850-2721;(21) 7955-3533
4491;(71) 8583-5903;(18) 7522-8465
4492;(19) 3724-6364;(11) 7147-3012
4493;(81) 2782-9587;(84) 3158-8182
4494;(38) 9756-8613;(11) 2637-5229
4495;(11) 8184-7815;(21) 8532-5992
4496;(11) 6191-7820;(81) 2008-4894
4497;(12) 4087-5469;(21) 3992-3934
4498;(71) 5882-7367;(12) 2326-6971
4499;(11) 3370-9422;(55) 2145-9362
4500;(51) 2076-7336;(11) 3610-3712
4501;(11) 8448-4768;(41) 7140-8374
4502;(11) 8759-8064;(51) 2353-3621
4503;(12) 5395-8239;(11) 8819-5208
4504;(31) 4279-3885;(15) 2515-6517
4505;(53) 2148-4042;(27) 7974-5951
4506;(21) 4984-5466;(31) 5221-8115
4507;(16) 9304-7744;(81) 4888-7110
4508;(31) 7391-2611;(11) 7737-8598
4509;(61) 6338-5543;(19) 7650-4742
4510;(11) 2740-9776;(14) 4917-6915
4511;(92) 8853-2715;(18) 6347-5736
4512;(61) 8063-3605;(11) 7095-6656
4513;(35) 6943-7208;(19) 7803-9870
4514;(21) 4232-8268;(11) 5952-4878
4515;(61) 9920-3917;(91) 4799-3593
4516;(11) 2211-9919;(67) 5908-7944
4517;(14) 7312-2509;(14) 6267-3197
4518;(11) 7535-8112;(41) 4620-9887
4519;(11) 5566-9186;(21) 7899-6070
4520;(54) 6117-3940;(21) 8047-8620
4521;(61) 4171-6265;(11) 9109-4168
4522;(19) 9752-8406;(91) 2345-8111
4523;(53) 6826-7607;(18) 7808-5390
4524;(44) 2108-3644;(51) 8614-9306
4525;(98) 2841-4483;(24) 3990-3756
4526;(61) 3178-6385;(28) 3305-3002
4527;(81) 2967-3679;(31) 9821-4979
4528;(79) 9086-8654;(11) 8847-4925
4529;(12) 8952-7974;(71) 4186-3106
4530;(62) 4931-7507;(11) 5162-8044
4531;(21) 5829-5153;(27) 4187-7308
4532;(21) 4508-6872;(11) 9393-9626
4533;(12) 8586-4656;(53) 5138-8127
4534;(11) 7003-4325;(91) 8521-7039
4535;(16) 3133-6469;(34) 4594-7090
4536;(61) 4592-4268;(61) 9179-5980
4537;(27) 8679-2238;(21) 6555-8697
4538;(44) 9964-9232;(11) 8615-9372
4539;(49) 2128-2616;(19) 9494-4893
4540;(15) 5225-3802;(61) 2073-8074
4541;(21) 8591-9870;(37) 8869-4635
4542;(62) 6007-8599;(45) 7293-7035
4543;(11) 7288-5128;(67) 3293-3904
4544;(91) 3211-7577;(48) 5319-5470
4545;(67) 5636-2930;(11) 7542-8211
4546;(21) 6957-2849;(16) 5548-7117
4547;(19) 3158-3409;(14) 2536-9747
4548;(87) 9954-6662;(19) 7292-7731
4549;(54) 6020-5853;(11) 3422-8970
4550;(83) 3137-4839;(51) 4753-3903
4551;(11) 4683-3801;(38) 3148-2391
4552;(18) 8882-3316;(21) 6415-6128
4553;(11) 9971-3846;(81) 7716-6156
4554;(14) 2403-8469;(11) 5877-2762
4555;(21) 2504-3419;(81) 6763-5580
4556;(62) 7991-3468;(12) 4813-3570
4557;(19) 9502-5789;(41) 3861-5849
4558;(32) 9056-5238;(11) 7955-5107
4559;(11) 2164-2179;(49) 6081-9326
4560;(41) 5624-2191;(84) 4366-7965
4561;(11) 5911-5389;(67) 8892-9467
4562;(11) 5464-3437;(17) 4591-9090
4563;(21) 2009-4737;(11) 8012-9561
4564;(81) 5657-6291;(84) 6556-2073
4565;(54) 3697-9254;(11) 3308-3716
4566;(21) 6926-4063;(64) 4342-4277
4567;(17) 2124-3294;(19) 6985-6236
4568;(48) 2392-3976;(11) 2919-7666
4569;(11) 9888-2168;(81) 8925-4303
4570;(71) 3523-7474;(48) 5796-8232
4571;(14) 4197-7340;(16) 2321-8184
4572;(11) 7113-6298;(51) 3208-5981
4573;(21) 4650-9923;(31) 3946-3271
4574;(47) 6377-8809;(71) 6172-3381
4575;(11) 5137-5066;(85) 3718-4390
4576;(62) 7488-6664;(43) 7290-7994
4577;(27) 5592-5311;(84) 7858-7656
4578;(87) 7446-8920;(71) 5096-8790
4579;(62) 2608-9320;(16) 6289-6471
4580;(11) 3392-4428;(98) 7371-5561
4581;(81) 7320-4272;(19) 3796-6075
4582;(63) 9867-8515;(83) 2085-6293
4583;(11) 4519-6940;(21) 8840-5872
4584;(11) 8276-3461;(11) 7092-3610
4585;(61) 4658-5595;(11) 5169-3836
4586;(31) 2798-4953;(51) 9296-6896
4587;(19) 3819-9849;(18) 2645-6968
4588;(11) 3433-7538;(61) 3030-8049
4589;(21) 4265-3722;(62) 9519-5901
4590;(62) 5087-9262;(12) 6749-7739
4591;(85) 8348-7168;(19) 6943-4119
4592;(11) 7982-3280;(18) 8906-4478
4593;(44) 6225-2195;(48) 7131-8916
4594;(11) 3947-6717;(11) 7341-7618
4595;(11) 2885-7320;(19) 5774-6027
4596;(47) 2311-8847;(54) 7520-4119
4597;(81) 3407-8142;(21) 6324-4525
4598;(21) 5010-2377;(44) 5541-7200
4599;(19) 7338-8113;(16) 4955-5644
4600;(51) 7462-8330;(12) 4745-3481
4601;(61) 7659-5126;(49) 2517-8700
4602;(21) 2145-5153;(61) 4617-2853
4603;(31) 7840-5184;(55) 9516-9456
4604;(17) 6450-8772;(11) 4428-4659
4605;(41) 3003-2842;(22) 3894-7415
4606;(16) 3425-7980;(41) 6953-2978
4607;(21) 7716-2381;(11) 4714-7563
4608;(21) 5833-9408;(61) 2325-3862
4609;(21) 7153-3410;(19) 3704-7931
4610;(61) 8127-4480;(19) 2339-3654
4611;(91) 5268-6533;(11) 6716-7159
4612;(61) 6629-8458;(62) 4017-4526
4613;(34) 5197-5205;(61) 3905-9643
4614;(71) 2402-8531;(11) 9638-6587
4615;(11) 7224-7848;(98) 5028-3252
4616;(31) 9431-3511;(81) 6981-6094
4617;(83) 5867-7525;(71) 9309-9373
4618;(19) 6708-2023;(85) 5220-8159
4619;(19) 7872-6372;(12) 3914-4291
4620;(11) 4838-4975;(85) 4416-9178
4621;(41) 8659-7278;(41) 8584-5117
4622;(81) 7941-5135;(73) 2754-9850
4623;(11) 7500-9809;
4624;(21) 8243-6204;
4625;(16) 2681-6645;
4626;(71) 5167-2570;
4627;(63) 6732-9342;
4628;(11) 4281-7466;
4629;(71) 3590-6982;
4630;(63) 3138-4419;
4631;(11) 5205-9239;
4632;(22) 6209-7992;
4633;(11) 5853-8628;
4634;(15) 9840-5091;
4635;(63) 5118-6325;
4636;(18) 8474-9159;
4637;(19) 3818-9996;
4638;(11) 7048-3443;
4639;(22) 4227-5597;
4640;(79) 6458-7927;
4641;(62) 6701-3684;
4642;(19) 6726-2728;
4643;(71) 5532-4102;
4644;(86) 9727-6717;
4645;(21) 4070-8325;
4646;(11) 9382-9668;
4647;(24) 4342-6485;
4648;(21) 9125-3895;
4649;(55) 6666-7098;
4650;(19) 8105-6750;
4651;(17) 5515-4438;
4652;(42) 4197-2198;
4653;(31) 4420-6237;
4654;(99) 8182-9032;
4655;(62) 6049-6446;
4656;(65) 2246-7905;
4657;(19) 5530-9621;
4658;(99) 8310-6266;
4659;(61) 6914-5497;
4660;(67) 9792-4506;
4661;(11) 9208-4854;
4662;(83) 3352-2058;
4663;(67) 5151-5478;
4664;(82) 9331-9976;
4665;(19) 6143-5604;
4666;(15) 3039-3221;
4667;(21) 2102-6181;
4668;(19) 9531-2060;
4669;(71) 2230-7738;
4670;(34) 2454-6200;
4671;(75) 5864-9534;
4672;(21) 9869-8709;
4673;(11) 8161-6470;
4674;(11) 6744-3033;
4675;(17) 8375-9750;
4676;(11) 4574-7622;
4677;(71) 4524-5630;
4678;(85) 7360-6453;
4679;(54) 2318-9129;
4680;(62) 4584-4226;
4681;(62) 8145-3473;
4682;(11) 6061-8914;
4683;(98) 9634-3228;
4684;(95) 9557-9108;
4685;(98) 2738-3681;
4686;(61) 2624-7839;
4687;(14) 4317-4254;
4688;(91) 9748-6361;
4689;(24) 2266-6311;
4690;(61) 7127-7376;
4691;(46) 2129-4445;
4692;(86) 4612-2909;
4693;(27) 9627-5491;
4694;(11) 4956-7286;
4695;(85) 2447-7978;
4696;(11) 8594-9191;
4697;(41) 4954-6529;
4698;(11) 6513-2401;
4699;(35) 9178-9342;
4700;(61) 4379-3250;
4701;(21) 3366-7223;
4702;(13) 5431-4499;
4703;(81) 6042-6873;
4704;(31) 7624-8668;
4705;(21) 7109-8866;
4706;(71) 7670-6173;
4707;(12) 6587-3107;
4708;(19) 8642-4353;
4709;(21) 9796-9407;
4710;(81) 3827-9327;
4711;(92) 6797-4051;
4712;(21) 4612-7401;
4713;(11) 7052-3564;
4714;(11) 2052-9622;
4715;(21) 3095-7121;
4716;(81) 2287-7282;
4717;(19) 7665-4774;
4718;(31) 9962-4158;
4719;(19) 9674-5154;
4720;(11) 8687-9859;
4721;(81) 4457-2151;
4722;(61) 4186-8929;
4723;(11) 4074-8813;
4724;(65) 5266-4853;
4725;(14) 9400-9281;
4726;(48) 3802-2977;
4727;(21) 7184-3215;
4728;(11) 9197-3840;
4729;(61) 3504-8308;
4730;(73) 7622-7922;
4731;(34) 9925-6830;
4732;(11) 3234-2546;
4733;(11) 5644-9531;
4734;(34) 9551-6109;
4735;(65) 7305-3577;
4736;(11) 4586-7082;
4737;(81) 6356-4192;
4738;(61) 4786-6944;
4739;(87) 8957-8372;
4740;(69) 5960-2232;
4741;(91) 9131-5257;
4742;(81) 2692-4114;
4743;(31) 6086-6695;
4744;(61) 4359-9824;
4745;(11) 7437-7234;
4746;(71) 4422-3999;
4747;(62) 5047-6739;
4748;(32) 5959-3240;
4749;(31) 4669-8857;
4750;(87) 7844-8182;
4751;(91) 9479-2553;
4752;(73) 9890-3680;
4753;(44) 2053-9656;
4754;(21) 6204-7429;
4755;(19) 4893-7924;
4756;(44) 4613-9391;
4757;(11) 5491-3885;
4758;(81) 6953-9222;
4759;(21) 3432-2504;
4760;(15) 9866-4058;
4761;(19) 2095-4119;
4762;(34) 5299-3894;
4763;(37) 3332-9591;
4764;(31) 4186-6342;
4765;(21) 9273-5378;
4766;(41) 3504-3336;
4767;(62) 2450-9197;
4768;(14) 4190-4189;
4769;(34) 7660-2915;
4770;(12) 9174-8048;
4771;(51) 4231-7710;
4772;(93) 7903-7055;
4773;(48) 6692-8452;
4774;(86) 5907-5164;
4775;(31) 9312-3580;
4776;(53) 3091-7146;
4777;(33) 2601-9093;
4778;(98) 6245-3261;
4779;(16) 3487-9793;
4780;(19) 2282-7272;
4781;(11) 8779-4498;
4782;(49) 4923-9216;
4783;(17) 6425-3222;
4784;(34) 9984-3770;
4785;(11) 7751-4570;
4786;(75) 3158-3941;
4787;(16) 7976-5226;
4788;(53) 6974-2565;
4789;(41) 5924-3083;
4790;(84) 3770-4972;
4791;(24) 6245-3293;
4792;(11) 6881-2010;
4793;(81) 2855-5392;
4794;(53) 7003-7572;
4795;(12) 2775-4058;
4796;(11) 4785-5221;
4797;(24) 5903-5611;
4798;(51) 4623-9100;
4799;(73) 6058-3811;
4800;(33) 8403-4422;
4801;(12) 7718-8985;
4802;(91) 6378-6934;
4803;(34) 3176-4970;
4804;(32) 3031-8416;
4805;(69) 3817-8949;
4806;(75) 6746-6040;
4807;(64) 9784-6646;
4808;(17) 8784-5290;
4809;(87) 3271-5835;
4810;(21) 3678-3845;
4811;(27) 9516-5774;
4812;(11) 6717-3087;
4813;(21) 9303-7684;
4814;(61) 3654-3296;
4815;(62) 4631-4718;
4816;(75) 5222-5451;
4817;(32) 8273-9324;
4818;(38) 4091-7564;
4819;(17) 9797-8615;
4820;(11) 9873-2240;
4821;(31) 2720-5574;
4822;(62) 6684-8220;
4823;(41) 9736-6208;
4824;(33) 7958-7089;
4825;(71) 8809-3251;
4826;(21) 6766-5039;
4827;(71) 2464-2758;
4828;(87) 6384-8861;
4829;(15) 2504-6236;
4830;(63) 9822-3004;
4831;(13) 4174-7499;
4832;(48) 2812-9621;
4833;(84) 8747-9257;
4834;(21) 9581-8592;
4835;(82) 4791-2520;
4836;(31) 4425-3332;
4837;(15) 4226-3290;
4838;(87) 4308-4905;
4839;(19) 2924-4181;
4840;(11) 7702-9531;
4841;(35) 4898-3486;
4842;(81) 9954-4049;
4843;(49) 3210-9828;
4844;(12) 6690-7453;
4845;(44) 9565-8924;
4846;(11) 9018-9194;
4847;(11) 5009-5616;
4848;(11) 6363-3056;
4849;(68) 7621-7064;
4850;(13) 6008-7642;
4851;(91) 4492-2356;
4852;(21) 7131-2300;
4853;(81) 6689-5830;
4854;(54) 3441-6073;
4855;(11) 8030-5876;
4856;(35) 5106-5638;
4857;(31) 9759-3817;
4858;(83) 8022-6881;
4859;(34) 7873-4671;
4860;(71) 5104-6833;
4861;(11) 7062-7056;
4862;(47) 3921-4722;
4863;(67) 5500-3209;
4864;(11) 4725-9261;
4865;(83) 7035-5379;
4866;(51) 7607-7634;
4867;(12) 7820-7944;
4868;(62) 6970-6536;
4869;(61) 8642-9373;
4870;(43) 2543-6664;
4871;(12) 4222-9948;
4872;(83) 8750-8248;
4873;(11) 5047-7667;
4874;(15) 5972-5804;
4875;(82) 8323-5728;
4876;(19) 3808-5356;
4877;(11) 5978-4801;
4878;(11) 5950-4340;
4879;(11) 6437-6162;
4880;(24) 8705-2324;
4881;(41) 2030-6478;
4882;(45) 9292-2865;
4883;(16) 3814-5871;
4884;(51) 3117-2473;
4885;(47) 5806-3122;
4886;(11) 3356-5316;
4887;(47) 5670-4467;
4888;(51) 6604-3495;
4889;(11) 9558-5660;
4890;(19) 8404-2339;
4891;(48) 4865-9293;
4892;(18) 8839-8265;
4893;(82) 4447-9654;
4894;(61) 2697-9010;
4895;(15) 5993-3405;
4896;(21) 5248-8724;
4897;(14) 2841-7434;
4898;(71) 2368-4739;
4899;(11) 7160-3047;
4900;(65) 4270-6685;
4901;(11) 5599-8396;
4902;(11) 5313-7336;
4903;(69) 3528-3488;
4904;(91) 7338-3099;
4905;(11) 4960-2634;
4906;(46) 6270-2782;
4907;(62) 6307-6606;
4908;(61) 6169-7024;
4909;(31) 6229-9383;
4910;(98) 5438-6455;
4911;(37) 3981-4493;
4912;(31) 9650-3690;
4913;(19) 3688-6464;
4914;(62) 2148-4125;
4915;(11) 9646-4551;
4916;(51) 5746-8162;
4917;(62) 4820-7479;
4918;(18) 4140-6820;
4919;(31) 7694-6567;
4920;(11) 3047-5221;
4921;(61) 2664-7823;
4922;(21) 6368-6399;
4923;(47) 9439-4881;
4924;(16) 2745-9332;
4925;(16) 2335-7107;
4926;(31) 9930-8907;
4927;(18) 2395-6811;
4928;(19) 6397-6663;
4929;(91) 2423-5091;
4930;(63) 7051-9571;
4931;(51) 3600-2862;
4932;(27) 3830-5082;
4933;(51) 9546-6601;
4934;(21) 6282-5749;
4935;(85) 8666-7975;
4936;(11) 7482-9509;
4937;(61) 4127-7796;
4938;(11) 9313-9524;
4939;(19) 8206-5408;
4940;(11) 2252-8899;
4941;(21) 4850-5827;
4942;(11) 8169-8677;
4943;(21) 2779-5538;
4944;(85) 6975-7820;
4945;(12) 9532-6311;
4946;(11) 3971-9669;
4947;(67) 7676-5620;
4948;(51) 4956-9667;
4949;(21) 9074-2600;
4950;(75) 7272-2231;
4951;(27) 5175-6778;
4952;(11) 3152-6010;
4953;(81) 5109-6121;
4954;(33) 2784-7530;
4955;(41) 8735-6617;
4956;(61) 6785-7204;
4957;(87) 3448-8942;
4958;(84) 4777-6049;
4959;(11) 5288-3089;
4960;(27) 2048-7334;
4961;(11) 2750-3793;
4962;(24) 4549-6167;
4963;(19) 4330-2989;
4964;(18) 7839-5775;
4965;(31) 3102-5285;
4966;(19) 5375-2385;
4967;(18) 2209-8132;
4968;(19) 8204-5736;
4969;(41) 3546-4068;
4970;(67) 3181-8076;
4971;(21) 6942-8963;
4972;(41) 2211-2073;
4973;(21) 7829-6007;
4974;(12) 8395-7462;
4975;(64) 6098-4524;
4976;(92) 6942-9403;
4977;(79) 2627-4668;
4978;(27) 9977-9784;
4979;(11) 7524-3257;
4980;(81) 3343-6734;
4981;(19) 3404-6005;
4982;(31) 6202-3498;
4983;(64) 8402-5271;
4984;(21) 8737-9011;
4985;(13) 4514-9444;
4986;(62) 6267-5492;
4987;(84) 5657-3042;
4988;(27) 7729-9781;
4989;(88) 8317-9110;
4990;(87) 6135-7458;
4991;(85) 6367-8813;
4992;(31) 4900-3487;
4993;(85) 4251-7799;
4994;(31) 2761-4058;
4995;(14) 4357-7790;
4996;(11) 9791-3004;
4997;(47) 9906-8894;
4998;(35) 2769-6105;
4999;(11) 8890-7216;
5000;(81) 9048-6013;
5001;(19) 9082-5796;
5002;(24) 6196-6806;
5003;(11) 3107-6338;
5004;(19) 3847-4307;
5005;(21) 3100-3211;
5006;(13) 4483-4430;
5007;(51) 7586-3380;
5008;(84) 2479-8987;
5009;(31) 8721-6689;
5010;(81) 7010-4066;
5011;(43) 7365-3321;
5012;(12) 8801-7094;
5013;(81) 7438-5399;
5014;(19) 5573-4391;
5015;(81) 2137-4109;
5016;(41) 4315-8272;
5017;(21) 8246-2556;
5018;(11) 7767-6256;
5019;(99) 8889-8148;
5020;(14) 8118-6706;
5021;(94) 7472-9680;
5022;(32) 4792-8876;
5023;(51) 6616-9063;
5024;(19) 4206-3961;
5025;(31) 2448-4124;
5026;(67) 8612-7096;
5027;(85) 3996-2791;
